TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,Quan,Gia,Gia_m2,DienTich_m2
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 1,5.5,0.05189,106.0
1, 3 phòng, 2 phòng,2,2,2,1,3,1,Quận 8,1.8,0.024,75.0
1, 2 phòng, 2 phòng,2,2,1,4,3,0,Quận 4,2.75,0.03667,75.0
1, 2 phòng, 2 phòng,2,2,1,9,9,0,Quận 12,1.62,0.02492,65.0
0, 2 phòng, 2 phòng,2,1,1,5,6,0,Thành phố Thủ Đức,2.47,0.0358,69.0
0, 2 phòng, 2 phòng,2,1,3,9,9,0,Quận 7,2.6,0.03714,70.0
1, 3 phòng, 2 phòng,2,1,1,6,5,0,Quận 8,4.5,0.04639,97.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Thạnh,3.06,0.036,85.0
0, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.02419,62.0
1, 2 phòng, 2 phòng,2,2,2,5,8,0,Huyện Nhà Bè,2.48,0.03139,79.0
0, 1 phòng, 1 phòng,2,2,3,9,9,1,Thành phố Thủ Đức,6.8,0.12593000000000001,54.0
0, 1 phòng, 1 phòng,2,2,0,9,9,0,Quận Bình Tân,0.885,0.02213,40.0
0, 1 phòng, 1 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,1.6,0.053329999999999995,30.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,2.95,0.040409999999999995,73.0
0, 3 phòng, 2 phòng,2,0,1,5,5,1,Quận 7,4.5,0.04286,105.0
1, 3 phòng, 2 phòng,2,2,3,9,9,1,Quận Tân Phú,4.95,0.05103,97.0
0, 2 phòng, 2 phòng,2,1,3,8,5,1,Quận Tân Phú,0.51,0.00531,96.0
1, 2 phòng, 2 phòng,2,1,3,6,7,0,Quận Tân Phú,3.85,0.05274,73.6
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận 8,2.1,0.02917,72.25
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,3.0,0.03333,90.0
1, 1 phòng, 1 phòng,2,1,3,9,9,0,Quận Bình Tân,1.65,0.03667,45.0
1, 2 phòng, 2 phòng,2,2,3,4,3,1,Quận 7,4.3,0.043429999999999996,99.0
1, 2 phòng, 1 phòng,2,0,0,8,5,0,Thành phố Thủ Đức,2.065,0.035,59.0
0, 2 phòng, 1 phòng,2,0,0,7,6,0,Quận 12,2.4,0.04211,57.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Thành phố Thủ Đức,2.4,0.030379999999999997,79.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Quận Tân Phú,2.25,0.03309,68.0
1, 2 phòng, 1 phòng,2,2,2,9,9,0,Thành phố Thủ Đức,1.85,0.02569,72.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,0.42,0.0071200000000000005,59.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,3.15,0.03706,85.0
1, 2 phòng, 2 phòng,2,2,2,9,9,1,Thành phố Thủ Đức,2.3,0.03382,68.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.95,0.05784,51.0
0, 2 phòng, 1 phòng,2,1,1,9,9,1,Thành phố Thủ Đức,2.5,0.05,50.0
1, 1 phòng, 1 phòng,1,0,0,9,9,0,Thành phố Thủ Đức,1.99,0.04234,47.38
1, 2 phòng, 2 phòng,2,0,1,9,9,1,Thành phố Thủ Đức,2.37,0.03485,68.0
1, 3 phòng, 2 phòng,2,2,2,3,4,0,Thành phố Thủ Đức,2.45,0.02552,96.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Phú Nhuận,2.6,0.052,50.0
0, 1 phòng, 1 phòng,2,2,0,9,9,0,Huyện Hóc Môn,0.29,0.00906,32.0
0, 2 phòng, 2 phòng,2,0,1,3,9,1,Quận 7,3.56,0.04,89.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.5,0.02727,55.0
1, 2 phòng, 2 phòng,2,2,3,3,4,0,Quận 7,2.85,0.04071,70.12
0, 1 phòng, 1 phòng,2,0,3,9,9,0,Quận 7,1.542,0.04819,32.0
1, 3 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Bình,5.1,0.05543,92.0
1, 3 phòng, 2 phòng,2,0,3,9,9,0,Thành phố Thủ Đức,3.5,0.04375,80.0
1, 2 phòng, 2 phòng,2,1,2,8,5,0,Thành phố Thủ Đức,2.4,0.03429,70.0
0, 1 phòng, 1 phòng,2,0,3,9,9,0,Thành phố Thủ Đức,3.1,0.057409999999999996,54.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận Bình Tân,0.8,0.01667,48.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 12,1.52,0.026670000000000003,57.0
1, 2 phòng, 2 phòng,2,2,1,5,8,0,Thành phố Thủ Đức,2.555,0.0365,70.0
0, 2 phòng, 2 phòng,2,1,2,4,3,0,Quận 12,2.672188,0.04111,65.79
0, 4 phòng, 2 phòng,2,2,0,9,9,0,Quận 5,7.5,0.11029000000000001,68.0
0, 2 phòng, 2 phòng,1,0,1,1,5,0,Huyện Nhà Bè,2.78,0.03658,76.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận 8,2.3,0.03194,72.0
1, 3 phòng, 2 phòng,2,2,0,9,9,0,Quận 4,4.7,0.046079999999999996,102.0
1, 1 phòng, 1 phòng,1,0,0,9,9,0,Quận 7,1.9,0.05938,32.6
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.2,0.03667,60.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Bình,4.2,0.05676,74.0
1, 2 phòng, 1 phòng,2,1,0,9,9,0,Huyện Bình Chánh,2.0,0.03571,56.0
1, 1 phòng, 1 phòng,2,0,3,1,3,1,Quận Bình Tân,0.98,0.0245,40.0
0, 2 phòng, 1 phòng,2,0,3,7,6,0,Quận 12,2.1,0.03621,58.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Quận 6,3.5,0.046049999999999994,76.0
0, 2 phòng, 2 phòng,2,1,0,8,5,0,Thành phố Thủ Đức,1.29,0.02115,61.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,4.9,0.098,50.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 1 phòng,2,2,2,3,2,0,Quận 1,2.69,0.04804,56.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.631,0.05114,71.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Quận Gò Vấp,2.18,0.026269999999999998,83.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,2.08,0.028489999999999998,73.0
1, 2 phòng, 2 phòng,2,0,0,7,6,0,Thành phố Thủ Đức,2.3,0.03538,65.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Bình,4.1,0.05942,69.0
0, 1 phòng, 1 phòng,2,0,1,9,9,1,Quận Bình Tân,1.05,0.02625,40.0
1, 2 phòng, 2 phòng,2,2,3,9,9,1,Quận 7,2.7,0.03553,76.0
1, 2 phòng, 2 phòng,2,2,3,9,9,0,Quận Tân Phú,4.3,0.04886,88.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,2.5,0.03676,68.0
1, 3 phòng, 2 phòng,2,1,0,1,9,0,Quận 7,4.6,0.0422,109.0
1, 2 phòng, 1 phòng,2,2,2,9,9,0,Quận Bình Tân,0.96,0.02133,45.0
0, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Bình Tân,0.5,0.01471,34.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,1.911,0.02852,67.0
1, 2 phòng, 2 phòng,2,0,0,8,5,0,Thành phố Thủ Đức,0.852,0.01235,69.2
1, 2 phòng, 2 phòng,2,2,0,7,6,0,Quận Tân Phú,3.8,0.048100000000000004,79.0
1, 3 phòng, 1 phòng,2,0,0,9,9,0,Quận Phú Nhuận,5.0,0.05952,84.0
1, 1 phòng, 1 phòng,2,1,3,9,9,0,Quận Tân Phú,2.55,0.04811,53.0
1, 2 phòng, 1 phòng,2,2,0,4,3,0,Quận Bình Thạnh,2.6,0.03824,68.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.35,0.02596,52.0
1, 2 phòng, 2 phòng,2,1,2,7,6,0,Huyện Nhà Bè,1.09,0.01787,61.0
1, 3 phòng, 2 phòng,2,0,1,3,4,1,Quận Phú Nhuận,4.9,0.05765,85.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.95,0.02671,73.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Tân Phú,2.55,0.039229999999999994,65.0
0, 2 phòng, 2 phòng,2,1,0,3,9,0,Huyện Bình Chánh,1.4,0.028,50.0
1, 2 phòng, 2 phòng,1,1,0,2,5,1,Thành phố Thủ Đức,2.95,0.04275,69.0
1, 2 phòng, 1 phòng,2,2,1,6,7,0,Quận Gò Vấp,1.85,0.02846,65.0
1, 1 phòng, 1 phòng,2,0,1,9,9,0,Thành phố Thủ Đức,1.972,0.029,68.0
1, 1 phòng, 1 phòng,2,2,0,3,4,0,Thành phố Thủ Đức,1.65,0.02895,57.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Phú Nhuận,3.95,0.05643,70.0
1, 2 phòng, 2 phòng,2,1,0,6,7,0,Quận 8,2.0,0.027399999999999997,73.0
1, 1 phòng, 1 phòng,2,0,0,1,9,0,Thành phố Thủ Đức,1.03,0.02711,38.0
1, 3 phòng, 1 phòng,2,0,0,9,9,0,Quận Phú Nhuận,5.5,0.06627,83.0
1, 3 phòng, 2 phòng,2,2,3,2,1,1,Quận Phú Nhuận,5.05,0.060840000000000005,83.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Thành phố Thủ Đức,1.2,0.0169,71.0
1, 3 phòng, 2 phòng,2,2,0,1,9,1,Quận 7,4.7,0.047,100.0
0, 2 phòng, 2 phòng,2,2,1,5,8,0,Huyện Bình Chánh,0.615,0.01025,60.0
1, 2 phòng, 2 phòng,2,0,0,9,9,1,Quận 7,2.4,0.03288,73.0
1, 2 phòng, 1 phòng,2,1,0,8,9,0,Quận Tân Phú,1.5,0.025,60.0
1, 1 phòng, 1 phòng,2,1,1,9,9,0,Quận 8,1.75,0.03571,49.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
0, 2 phòng, 2 phòng,2,0,0,5,5,0,Quận Bình Tân,2.58,0.0344,75.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
1, 2 phòng, 2 phòng,2,2,3,3,4,0,Quận 7,2.85,0.04071,70.12
0, 2 phòng, 1 phòng,2,2,1,9,9,1,Quận 8,2.45,0.04537,54.0
1, nhiều hơn 10 phòng, Nhiều hơn 6 phòng,1,2,0,9,9,0,Quận Bình Thạnh,9.2,0.09293000000000001,99.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,2.4,0.02526,95.0
0, 1 phòng, 1 phòng,2,0,1,9,9,0,Quận 6,0.9,0.02727,33.0
1, 3 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,2.0,0.02597,77.0
1, 3 phòng, 2 phòng,2,2,2,8,5,1,Quận Tân Bình,2.65,0.02409,110.0
1, 3 phòng, 2 phòng,1,0,0,9,9,0,Huyện Nhà Bè,2.5,0.023579999999999997,106.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.9,0.04937,79.0
0, 2 phòng, 2 phòng,2,0,0,5,7,0,Thành phố Thủ Đức,3.8,0.05758,66.0
0, 2 phòng, 2 phòng,2,2,0,9,4,0,Quận 7,2.1,0.03134,67.5
0, 1 phòng, 1 phòng,3,1,2,9,9,1,Quận Bình Tân,0.98,0.023899999999999998,41.0
0, 3 phòng, 2 phòng,2,0,1,6,7,0,Quận Bình Tân,1.8,0.024,75.0
1, 1 phòng, 1 phòng,1,0,1,6,7,0,Thành phố Thủ Đức,2.7,0.05094,53.0
1, 2 phòng, 2 phòng,2,2,1,1,5,1,Thành phố Thủ Đức,1.45,0.02788,52.0
1, 2 phòng, 1 phòng,2,0,1,6,7,0,Thành phố Thủ Đức,2.01,0.0335,60.0
1, 2 phòng, 2 phòng,2,0,0,6,9,0,Thành phố Thủ Đức,4.29,0.05797,74.0
1, 2 phòng, 2 phòng,2,0,1,9,9,0,Quận Bình Tân,2.55,0.03643,70.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Huyện Bình Chánh,1.9,6.128e-05,31.005
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 12,1.6,0.0254,63.0
0, 2 phòng, 1 phòng,2,0,0,1,1,0,Quận 6,1.28,0.026670000000000003,48.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,4.9,0.098,50.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,2.0,0.03226,62.0
1, 2 phòng, 1 phòng,2,2,2,3,2,0,Quận 1,2.69,0.04804,56.0
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
1, 1 phòng, 1 phòng,2,1,3,9,9,0,Quận Bình Tân,1.7,0.03542,48.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 7,2.1,0.039619999999999995,53.0
1, 2 phòng, 2 phòng,2,2,3,7,6,0,Quận Gò Vấp,3.6,0.04186,86.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 8,1.55,0.03039,51.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Quận 5,2.5,0.06579,38.0
0, 2 phòng, 2 phòng,2,1,3,5,6,0,Quận 7,2.5,0.03846,65.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,2.3,0.027059999999999997,85.0
0, 3 phòng, 2 phòng,3,1,3,9,9,0,Quận 8,2.55,0.0425,60.0
0, 2 phòng, 2 phòng,2,0,3,9,9,0,Quận 8,3.15,0.045,70.0
1, 2 phòng, 2 phòng,2,2,2,2,1,1,Quận Gò Vấp,2.15,0.03468,62.0
1, 2 phòng, 1 phòng,2,1,2,8,5,0,Quận 12,1.5,0.03,50.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 4,3.0,0.03846,78.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,0.48,0.00696,69.0
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận 8,2.48,0.036469999999999995,68.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,4.0,0.0404,99.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận 10,2.65,0.053,50.5
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,2.95,0.03933,75.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.85,0.02846,65.0
1, 2 phòng, 1 phòng,2,0,0,2,1,0,Quận Tân Phú,2.3,0.03433,67.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Gò Vấp,1.56,0.021079999999999998,74.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.95,0.02671,73.0
1, 2 phòng, 2 phòng,2,2,3,3,4,0,Quận 7,2.85,0.04071,70.12
1, 3 phòng, 2 phòng,2,1,3,3,6,0,Quận Tân Phú,3.8,0.04578,83.6
1, 2 phòng, 2 phòng,2,1,1,1,2,0,Quận Bình Tân,1.6,0.023530000000000002,68.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
1, 3 phòng, 4 phòng,3,2,0,5,3,0,Quận Tân Bình,13.9,0.16951,82.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận 12,2.394,0.042,57.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 10,5.7,0.06628,86.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Gò Vấp,1.6,0.03333,48.0
1, 2 phòng, 2 phòng,2,2,3,9,9,0,Quận Bình Thạnh,3.6,0.05294,68.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,2.299,0.0291,79.0
0, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Bình Tân,0.45,0.01,45.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 7,2.35,0.044340000000000004,53.0
0, 2 phòng, 2 phòng,2,0,0,1,3,0,Huyện Bình Chánh,2.317,0.033100000000000004,70.0
1, 2 phòng, 2 phòng,2,1,3,9,5,0,Thành phố Thủ Đức,3.8,0.062299999999999994,61.0
0, 2 phòng, 2 phòng,2,0,2,9,9,0,Huyện Nhà Bè,3.5,0.04487,78.0
1, 1 phòng, 1 phòng,2,1,2,5,9,1,Thành phố Thủ Đức,1.58,0.03435,46.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 10,5.7,0.07307999999999999,78.0
1, 2 phòng, 2 phòng,2,1,1,3,4,0,Quận 12,1.67,0.02879,58.0
0, 1 phòng, 1 phòng,3,2,3,9,9,0,Quận Bình Tân,0.921,0.02631,35.0
1, 1 phòng, 1 phòng,2,0,1,9,9,1,Thành phố Thủ Đức,1.23,0.037270000000000005,33.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.95,0.02671,73.0
1, 3 phòng, 2 phòng,2,1,3,9,9,1,Quận 7,5.3,0.05579,95.0
1, 3 phòng, 2 phòng,2,2,3,9,9,0,Quận 7,4.9,0.05052,97.6
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận 8,2.1,0.02917,72.25
1, 3 phòng, 2 phòng,2,1,0,5,9,1,Quận 10,5.7,0.06404,89.0
1, 2 phòng, 2 phòng,2,1,1,7,6,1,Thành phố Thủ Đức,2.7,0.040299999999999996,67.0
0, 1 phòng, 1 phòng,2,2,3,9,9,0,Quận Bình Tân,1.0,0.025,40.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 10,6.6,0.06168,107.0
1, 2 phòng, 2 phòng,2,2,1,5,8,0,Thành phố Thủ Đức,1.69,0.0238,71.0
1, 3 phòng, 2 phòng,2,1,1,4,5,1,Quận 7,3.4,0.03778,90.0
1, 2 phòng, 2 phòng,2,2,2,3,4,1,Thành phố Thủ Đức,2.6,0.03095,84.0
1, 2 phòng, 1 phòng,2,1,3,3,4,0,Quận Bình Tân,2.35,0.03983,59.0
1, 3 phòng, 2 phòng,2,1,3,9,9,0,Quận Tân Phú,4.07,0.041530000000000004,98.0
1, 2 phòng, 2 phòng,2,1,1,3,4,0,Quận 8,2.0,0.027780000000000003,72.0
1, 3 phòng, 2 phòng,2,0,0,9,5,0,Thành phố Thủ Đức,3.4,0.03301,103.0
0, 2 phòng, 1 phòng,1,2,3,9,9,1,Huyện Hóc Môn,0.137,0.0034300000000000003,40.0
0, 2 phòng, 1 phòng,2,1,0,2,1,0,Quận Tân Bình,4.3,0.07818000000000001,55.0
0, 2 phòng, 1 phòng,2,1,0,9,9,0,Quận 12,1.75,0.02917,60.0
1, 2 phòng, 2 phòng,2,1,1,3,9,0,Quận 12,1.7,0.02881,59.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 12,1.72,0.03308,52.0
1, 2 phòng, 2 phòng,2,2,0,4,3,1,Khác,4.2,0.056,75.0
1, 2 phòng, 1 phòng,2,1,2,5,8,0,Thành phố Thủ Đức,2.35,0.03917,60.0
1, 10 phòng, Nhiều hơn 6 phòng,1,0,0,5,1,0,Quận Gò Vấp,0.00735,0.00010808799999999999,68.0
1, 2 phòng, 2 phòng,2,2,3,8,9,0,Quận 6,2.95,0.03554,83.0
0, 2 phòng, 2 phòng,2,0,0,5,5,0,Quận Bình Tân,2.58,0.0344,75.0
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Quận 8,1.25,0.04167,30.0
1, 2 phòng, 2 phòng,2,2,1,9,9,1,Khác,1.95,0.03362,58.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,8.3,0.08469,98.0
0, 2 phòng, 2 phòng,2,2,1,9,9,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,1,3,9,5,0,Thành phố Thủ Đức,3.8,0.062299999999999994,61.0
1, 2 phòng, 2 phòng,2,2,1,7,6,0,Quận 11,2.95,0.045380000000000004,65.0
1, 1 phòng, 1 phòng,1,1,1,7,6,1,Quận 4,2.75,0.07856999999999999,35.0
0, 2 phòng, 2 phòng,2,1,2,9,9,1,Quận Bình Tân,2.557,0.03409,75.0
1, 3 phòng, 2 phòng,2,0,2,5,8,1,Quận Bình Thạnh,3.65,0.04195,87.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Quận Bình Tân,0.52,0.01156,45.0
0, 2 phòng, 1 phòng,2,0,1,9,9,0,Quận 7,1.65,0.03173,52.0
1, 2 phòng, 1 phòng,2,2,3,5,8,1,Quận Bình Tân,0.58,0.01289,45.0
0, 1 phòng, 1 phòng,2,0,1,1,2,0,Quận 7,2.02,0.03811,53.2
1, 3 phòng, 2 phòng,2,2,2,9,9,0,Quận 5,7.1,0.06762,105.0
0, 2 phòng, 2 phòng,2,1,3,9,9,1,Quận 7,2.55,0.03493,73.0
0, 3 phòng, 2 phòng,2,2,3,9,9,0,Huyện Bình Chánh,3.069,0.03336,92.0
1, 1 phòng, 1 phòng,2,0,1,7,6,1,Quận Bình Tân,0.55,0.01618,34.0
0, 1 phòng, 1 phòng,1,2,0,9,9,0,Huyện Hóc Môn,0.29,0.00906,32.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.55,0.038060000000000004,67.0
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
1, 2 phòng, 2 phòng,2,1,2,7,6,0,Huyện Nhà Bè,1.09,0.01787,61.0
1, 2 phòng, 2 phòng,2,1,3,6,7,0,Quận Tân Phú,3.85,0.05274,73.6
1, 3 phòng, 2 phòng,2,0,1,3,4,1,Quận Phú Nhuận,4.9,0.05765,85.0
1, 3 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,2.7,0.03857,70.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Phú,2.35,0.044340000000000004,53.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.525,0.037689999999999994,67.0
1, 2 phòng, 2 phòng,2,1,0,4,3,0,Quận 8,1.96,0.027219999999999998,72.0
0, 2 phòng, 2 phòng,2,1,1,5,8,0,Khác,3.286,0.04832,68.0
1, 2 phòng, 2 phòng,2,1,1,5,5,1,Quận Bình Tân,3.05,0.040670000000000005,75.0
0, 2 phòng, 1 phòng,2,2,2,5,8,0,Khác,2.772,0.0504,55.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Tân,2.55,0.0375,68.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Bình Tân,1.95,0.0375,52.0
0, 1 phòng, 1 phòng,2,1,1,3,4,0,Quận Tân Phú,1.9,0.03725,51.0
1, 2 phòng, 2 phòng,2,1,2,9,9,0,Quận 4,4.5,0.0625,72.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 12,0.6,0.00923,65.0
1, 2 phòng, 2 phòng,2,1,2,9,9,0,Huyện Nhà Bè,3.2,0.04571,70.0
0, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 12,0.6,0.01277,47.0
1, 2 phòng, 2 phòng,2,1,3,4,1,1,Quận 10,4.5,0.06429,70.0
0, 2 phòng, 1 phòng,2,1,0,9,9,1,Quận 8,1.5,0.025,60.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.2,0.05714,56.0
1, 2 phòng, 1 phòng,2,2,2,4,4,0,Quận 5,3.18,0.03975,80.0
1, 4 phòng, 2 phòng,1,2,0,9,9,0,Huyện Bình Chánh,1.45,0.0145,100.0
1, 3 phòng, 2 phòng,2,1,0,5,9,1,Quận 10,5.7,0.06404,89.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.5,0.02727,55.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
0, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 12,1.8,0.038299999999999994,47.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.8,0.03462,52.0
0, 1 phòng, 1 phòng,2,0,1,4,3,0,Quận 12,1.8,0.0375,48.0
1, 3 phòng, 2 phòng,2,2,0,9,9,1,Huyện Nhà Bè,3.0,0.028300000000000002,106.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.6,0.026670000000000003,60.0
1, 2 phòng, 2 phòng,2,2,1,9,9,1,Quận 6,2.15,0.03413,63.0
1, 2 phòng, 2 phòng,2,1,2,2,3,0,Quận Gò Vấp,1.799,0.02998,60.0
1, 2 phòng, 2 phòng,2,2,2,9,9,1,Quận 12,1.58,0.02469,64.0
0, 3 phòng, 2 phòng,2,0,0,9,9,1,Quận 8,1.8,0.02278,79.0
1, 3 phòng, 2 phòng,2,0,0,9,9,1,Quận 8,4.0,0.04082,98.0
0, 2 phòng, 2 phòng,2,1,0,4,3,0,Quận 7,1.07,0.01597,67.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.5,0.03846,91.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,5.6,0.06829,82.0
0, nhiều hơn 10 phòng, Nhiều hơn 6 phòng,3,2,2,9,9,0,Quận Gò Vấp,18.0,0.17143,105.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Khác,4.5,0.05,90.0
